project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ023669,CMP08926,Zenith Digital Transformation,2020-06-07,,Active,Customer Onboarding,106,4226883,3613985,85.5,Finance,Tech Mahindra,Mexico,Energy & Utilities,156176,No,Yes
PRJ030843,CMP09780,Fusion Automation Initiative,2023-09-16,,Failed,Customer Onboarding,6,3542266,0,-56.1,Compliance,IBM,Germany,Healthcare,45001,Yes,Yes
PRJ040256,CMP03342,Aurora Modernization,2025-10-09,,Completed,Claims Processing,113,1321899,909467,68.8,Operations,Deloitte,UAE,Healthcare,75076,Yes,No
PRJ044096,CMP06235,Vertex Accelerator,2022-03-09,,Active,Compliance Monitoring,25,967934,2908642,300.5,Finance,Capgemini,France,Pharma & Life Sciences,79978,No,Yes
PRJ033544,CMP00147,Omega Optimization Program,2023-06-07,,Paused,Compliance Monitoring,6,4221763,489725,11.6,Operations,Tech Mahindra,Germany,Energy & Utilities,153089,Yes,No
PRJ035391,CMP04919,Phoenix Process Reengineering,2020-07-23,,Active,Email Automation,83,2456197,6580152,267.9,Legal,Mphasis,Vietnam,Transportation & Logistics,10997,No,Yes
PRJ002635,CMP03537,Apex Accelerator,2024-06-11,,Active,IT Service Management,37,1158750,623407,53.8,Marketing,HCL Technologies,Singapore,Education,104319,Yes,Yes
PRJ046811,CMP07162,Quantum Workflow Engine,2018-03-20,,Active,HR Automation,78,4724399,10922810,231.2,Compliance,TCS,Japan,Energy & Utilities,187456,No,Yes
PRJ000666,CMP07654,Fusion Optimization Program,2020-03-29,,Active,HR Automation,84,3925613,6096477,155.3,Finance,Tech Mahindra,United States,Education,159476,Yes,No
PRJ029321,CMP09084,Aurora Process Reengineering,2016-11-12,,Paused,HR Automation,105,414351,295018,71.2,Operations,LTIMindtree,India,Mining & Metals,117483,Yes,No
PRJ023136,CMP06555,Fusion Optimization Program,2022-12-06,,Paused,Email Automation,184,1981247,1733591,87.5,Audit,PwC,Philippines,Government & Public Sector,80279,No,Yes
PRJ021402,CMP05790,Vertex Workflow Engine,2024-02-07,2025-12-07,Completed,Supply Chain,26,2915487,4145823,142.2,Operations,Capgemini,Canada,Telecommunications,7319,No,No
PRJ003773,CMP03821,Nexus Process Reengineering,2019-03-23,2019-06-23,Completed,Claims Processing,72,403271,612972,152.0,Legal,Wipro,Singapore,Mining & Metals,99854,No,Yes
PRJ036771,CMP07340,Eclipse Accelerator,2019-10-09,,Paused,Invoice Processing,13,2442918,6234327,255.2,Finance,Tech Mahindra,South Africa,Insurance,109739,Yes,No
PRJ032218,CMP03212,Fusion Automation Initiative,2020-02-27,,Active,Compliance Monitoring,36,630902,1625204,257.6,Customer Onboarding,PwC,Germany,Energy & Utilities,172691,Yes,No
PRJ023903,CMP04276,Atlas Accelerator,2015-11-29,2017-03-01,Completed,Email Automation,144,4300769,2081572,48.4,Customer Service,Infosys,Japan,Banking & Finance,179333,Yes,Yes
PRJ038947,CMP01157,Zenith Modernization,2020-04-27,,Paused,Supply Chain,197,95218,200720,210.8,Operations,Cyient,Singapore,Transportation & Logistics,68438,No,No
PRJ006493,CMP00841,Orion Workflow Engine,2019-04-10,2019-08-10,Completed,Audit Automation,17,4766625,13746947,288.4,Content Moderation,Accenture,South Africa,Energy & Utilities,131758,Yes,Yes
PRJ029749,CMP01756,Fusion Modernization,2024-09-08,2025-05-08,Completed,Email Automation,145,2346021,3070941,130.9,Finance,Tech Mahindra,Japan,Telecommunications,186797,No,Yes
PRJ032161,CMP07476,Orion Workflow Engine,2020-05-26,,Active,Invoice Processing,136,3056532,6813010,222.9,Human Resources,Wipro,Malaysia,Energy & Utilities,42572,Yes,No
PRJ039357,CMP00228,Quantum Platform,2019-05-01,2020-06-01,Completed,IT Service Management,68,3586657,4235842,118.1,Customer Service,Wipro,India,Pharma & Life Sciences,24271,No,Yes
PRJ040946,CMP05407,Sentinel Workflow Engine,2016-02-08,,Active,Customer Onboarding,41,2121090,2513492,118.5,Customer Service,Deloitte,Brazil,Pharma & Life Sciences,21267,No,Yes
PRJ032921,CMP01864,Omega Digital Transformation,2015-04-09,2016-03-09,Cancelled,Invoice Processing,96,78550,38018,48.4,Compliance,Wipro,Australia,Mining & Metals,141215,No,No
PRJ007872,CMP08089,Delta Platform,2023-06-12,,Active,Data Entry Automation,34,2016318,5107333,253.3,Customer Service,LTIMindtree,United Kingdom,Real Estate,19727,No,Yes
PRJ037981,CMP02131,Eclipse Workflow Engine,2023-02-03,,Active,Customer Onboarding,159,145300,275925,189.9,Human Resources,PwC,Australia,Healthcare,188477,No,No
PRJ031419,CMP01759,Orion Modernization,2018-09-18,2019-09-18,Cancelled,Supply Chain,128,991937,2206068,222.4,Customer Service,EY,Germany,Education,105930,Yes,Yes
PRJ021148,CMP06912,Apex Automation Initiative,2019-01-06,,Active,Financial Reporting,174,2374655,6031624,254.0,Marketing,Capgemini,Vietnam,Technology,196336,Yes,Yes
PRJ006964,CMP03686,Delta Accelerator,2023-04-25,,Active,HR Automation,84,4473918,7748826,173.2,Procurement,EY,Germany,Government & Public Sector,74879,Yes,Yes
PRJ009207,CMP09289,Sigma Platform,2025-12-22,,Active,Financial Reporting,74,1722252,731957,42.5,Supply Chain,HCL Technologies,Brazil,Government & Public Sector,23695,Yes,No
PRJ025951,CMP01062,Delta Platform,2016-07-24,,Active,Invoice Processing,193,3885172,2063026,53.1,Risk Management,LTIMindtree,South Africa,Healthcare,185903,No,No
PRJ027658,CMP05552,Zenith Optimization Program,2023-01-13,2024-12-13,Completed,Financial Reporting,184,1204157,1638858,136.1,Legal,Capgemini,India,Energy & Utilities,169627,No,No
PRJ048551,CMP07097,Vector Workflow Engine,2022-06-19,2023-06-19,Completed,Audit Automation,172,961184,1301443,135.4,Procurement,EY,Mexico,Banking & Finance,16619,Yes,No
PRJ034916,CMP02333,Vector Modernization,2017-08-06,2019-04-06,Completed,Financial Reporting,155,2216221,3494981,157.7,Risk Management,Infosys,South Africa,Manufacturing,191464,No,No
PRJ044137,CMP06729,Omega Optimization Program,2022-10-17,2024-09-17,Completed,Data Entry Automation,20,2849245,2119838,74.4,Marketing,HCL Technologies,Mexico,Mining & Metals,109211,Yes,No
PRJ045872,CMP09665,Eclipse Optimization Program,2024-06-04,,Active,Claims Processing,85,336052,902972,268.7,Procurement,Mphasis,Brazil,Transportation & Logistics,16960,Yes,No
PRJ043617,CMP06713,Nexus Platform,2020-07-26,,Paused,IT Service Management,33,1059741,1948864,183.9,Audit,Cognizant,Netherlands,Retail & E-Commerce,188360,No,Yes
PRJ007007,CMP06565,Zenith Workflow Engine,2019-05-15,2019-09-15,Completed,Compliance Monitoring,78,3984256,6064038,152.2,Customer Onboarding,PwC,Malaysia,Telecommunications,183428,Yes,Yes
PRJ014593,CMP00232,Vertex Platform,2018-01-03,2018-09-03,Cancelled,Data Entry Automation,132,2339807,6046061,258.4,Human Resources,TCS,Australia,Transportation & Logistics,35058,Yes,Yes
PRJ034805,CMP07998,Aurora Digital Transformation,2019-06-21,,Paused,Email Automation,54,2982262,5338249,179.0,IT,Capgemini,United Kingdom,Insurance,194237,No,Yes
PRJ010224,CMP01525,Apex Intelligence Suite,2022-08-24,,Active,Compliance Monitoring,69,2688524,3887606,144.6,Supply Chain,Accenture,South Africa,Energy & Utilities,88282,No,Yes
PRJ015498,CMP04950,Quantum Workflow Engine,2020-11-17,2021-05-17,Completed,Supply Chain,91,1879146,4472367,238.0,Finance,Tech Mahindra,Mexico,Manufacturing,25336,No,No
PRJ042422,CMP03885,Lambda Process Reengineering,2015-08-02,,Active,HR Automation,90,3819147,6488731,169.9,Compliance,PwC,Malaysia,Telecommunications,112378,Yes,No
PRJ029142,CMP05599,Zenith Intelligence Suite,2017-07-09,,Paused,Compliance Monitoring,14,386664,222718,57.6,Audit,Hexaware,UAE,Manufacturing,74076,Yes,Yes
PRJ008480,CMP08561,Nexus Modernization,2020-11-02,,Failed,Email Automation,77,2346676,0,-98.6,Legal,PwC,South Africa,Healthcare,157780,No,Yes
PRJ047255,CMP08050,Horizon Efficiency Project,2020-11-25,2022-06-25,Completed,Customer Onboarding,22,594827,1175378,197.6,Procurement,Accenture,Mexico,Mining & Metals,140262,No,Yes
PRJ015758,CMP06839,Titan Process Reengineering,2021-03-09,,Failed,Data Entry Automation,142,3105379,0,-34.9,Customer Service,Accenture,South Africa,Mining & Metals,29868,Yes,Yes
PRJ027144,CMP09198,Atlas Digital Transformation,2023-11-13,2024-07-13,Completed,Financial Reporting,27,4614193,3003840,65.1,Procurement,TCS,Brazil,Banking & Finance,22574,No,Yes
PRJ016787,CMP02072,Vertex Digital Transformation,2018-02-08,2019-12-08,Completed,Financial Reporting,147,1369097,2163173,158.0,IT,HCL Technologies,Canada,Manufacturing,76281,Yes,No
PRJ015466,CMP03151,Titan Accelerator,2024-04-23,,Failed,Invoice Processing,66,1780483,0,-67.8,Human Resources,Cyient,United States,Technology,158505,Yes,Yes
PRJ015679,CMP06970,Prism Workflow Engine,2025-08-25,,Active,Supply Chain,25,4516175,6584583,145.8,Procurement,Wipro,Netherlands,Transportation & Logistics,3036,Yes,No
PRJ046071,CMP08745,Sigma Intelligence Suite,2019-09-29,2021-01-29,Completed,Invoice Processing,198,304134,111313,36.6,Customer Onboarding,Infosys,Japan,Manufacturing,50715,No,No
PRJ001391,CMP01894,Nexus Intelligence Suite,2018-07-13,,Active,IT Service Management,6,4710378,635901,13.5,Supply Chain,Infosys,Brazil,Banking & Finance,89861,No,No
PRJ001832,CMP07986,Lambda Efficiency Project,2016-07-05,,Active,Data Entry Automation,35,981254,784022,79.9,Compliance,Hexaware,Germany,Retail & E-Commerce,10836,No,Yes
PRJ040151,CMP04338,Nexus Digital Transformation,2019-08-08,2021-08-08,Completed,Customer Onboarding,47,3109381,6582560,211.7,Customer Service,PwC,United States,Healthcare,25367,Yes,No
PRJ047064,CMP02045,Nexus Process Reengineering,2023-11-25,,Paused,HR Automation,168,538355,1639829,304.6,Finance,EY,Australia,Mining & Metals,17867,No,No
PRJ045410,CMP04078,Sentinel Efficiency Project,2017-06-01,,Active,Invoice Processing,177,3887197,8190324,210.7,Audit,PwC,Mexico,Government & Public Sector,61432,No,No
PRJ029297,CMP02932,Orion Workflow Engine,2015-02-21,2015-07-21,Cancelled,Supply Chain,34,3372975,7629669,226.2,IT,IBM,South Africa,Retail & E-Commerce,68824,Yes,Yes
PRJ049032,CMP00491,Omega Automation Initiative,2024-11-11,,Paused,Customer Onboarding,72,2451868,6931431,282.7,Customer Service,Mphasis,UAE,Mining & Metals,70639,No,No
PRJ023334,CMP08509,Horizon Efficiency Project,2020-03-04,,Active,Customer Onboarding,76,548659,1615252,294.4,Customer Onboarding,Wipro,Netherlands,Pharma & Life Sciences,138318,No,Yes
PRJ010172,CMP04828,Nexus Efficiency Project,2025-08-17,,Failed,Invoice Processing,94,3943958,0,-59.3,Supply Chain,Cognizant,Malaysia,Education,136358,No,Yes
PRJ045540,CMP03426,Phoenix Automation Initiative,2022-03-27,2023-09-27,Cancelled,Customer Onboarding,154,1748934,2875247,164.4,Marketing,Infosys,UAE,Retail & E-Commerce,103225,Yes,Yes
PRJ034067,CMP09536,Atlas Workflow Engine,2015-09-23,2016-01-23,Cancelled,Financial Reporting,132,3163737,983922,31.1,Finance,LTIMindtree,India,Manufacturing,118832,Yes,Yes
PRJ026672,CMP09214,Aurora Accelerator,2023-10-03,,Failed,HR Automation,102,3267513,0,-53.1,Human Resources,Wipro,France,Education,7939,Yes,No
PRJ044913,CMP04314,Atlas Efficiency Project,2021-05-08,,Paused,Claims Processing,184,2442545,5114689,209.4,Compliance,Deloitte,United States,Banking & Finance,58375,No,No
PRJ009179,CMP04424,Phoenix Automation Initiative,2015-02-05,,Active,Invoice Processing,196,1818705,2589836,142.4,Customer Onboarding,PwC,Japan,Transportation & Logistics,138194,No,Yes
PRJ016315,CMP01993,Prism Process Reengineering,2015-08-07,,Failed,HR Automation,119,3025726,0,-2.3,Marketing,TCS,Netherlands,Telecommunications,50094,Yes,No
PRJ034022,CMP01832,Delta Accelerator,2020-10-11,2021-01-11,Completed,Supply Chain,195,2694050,7537952,279.8,Legal,PwC,Malaysia,Banking & Finance,109107,No,Yes
PRJ031600,CMP01660,Prism Automation Initiative,2024-12-28,,Completed,Claims Processing,56,2207658,699828,31.7,Content Moderation,Wipro,India,Telecommunications,94816,Yes,No
PRJ026114,CMP03604,Aurora Workflow Engine,2022-03-06,,Paused,Supply Chain,97,1859029,3450358,185.6,Compliance,Mphasis,Netherlands,Pharma & Life Sciences,36367,No,No
PRJ045997,CMP02443,Eclipse Optimization Program,2025-11-09,,Active,Customer Onboarding,167,1222672,2269279,185.6,Procurement,Cyient,United Kingdom,Insurance,5500,Yes,No
PRJ049293,CMP00324,Vertex Process Reengineering,2024-10-05,,Active,Supply Chain,66,400247,537932,134.4,Audit,Infosys,Malaysia,Banking & Finance,52031,No,No
PRJ016211,CMP05653,Phoenix Accelerator,2023-07-17,,Active,Audit Automation,111,1071249,2028946,189.4,Compliance,Mphasis,India,Pharma & Life Sciences,182429,Yes,No
PRJ039510,CMP04803,Horizon Automation Initiative,2021-04-10,2021-12-10,Completed,Customer Onboarding,69,4653620,8134528,174.8,Legal,Tech Mahindra,United Kingdom,Insurance,166895,Yes,No
PRJ015817,CMP02243,Horizon Automation Initiative,2020-05-21,,Active,Email Automation,135,4146437,10784883,260.1,IT,EY,Australia,Real Estate,92843,No,Yes
PRJ029400,CMP03362,Prism Modernization,2017-02-26,,Active,Customer Onboarding,131,4846326,14718292,303.7,Legal,Mphasis,Australia,Energy & Utilities,43091,No,Yes
PRJ014328,CMP09230,Aurora Digital Transformation,2025-04-06,2025-10-06,Completed,Audit Automation,62,2636597,6652134,252.3,Compliance,Accenture,Mexico,Banking & Finance,31348,Yes,Yes
PRJ013513,CMP00275,Nexus Intelligence Suite,2016-03-11,,Active,Audit Automation,162,4823398,13090702,271.4,Human Resources,Tech Mahindra,UAE,Government & Public Sector,83522,Yes,Yes
PRJ008396,CMP08164,Phoenix Platform,2019-01-28,2019-07-28,Completed,HR Automation,151,4194650,6430398,153.3,Compliance,Infosys,Malaysia,Telecommunications,27243,No,No
PRJ013040,CMP09637,Delta Intelligence Suite,2016-09-02,2017-02-02,Completed,Email Automation,199,575764,1366864,237.4,Customer Service,Deloitte,United States,Banking & Finance,13830,Yes,Yes
PRJ048513,CMP08292,Vertex Optimization Program,2015-03-27,2016-11-27,Cancelled,Compliance Monitoring,105,3538566,2707003,76.5,Content Moderation,EY,Canada,Retail & E-Commerce,1184,Yes,No
PRJ027958,CMP06317,Delta Intelligence Suite,2025-09-26,,Active,Financial Reporting,143,3524761,7765048,220.3,Legal,Tech Mahindra,Philippines,Transportation & Logistics,139128,No,Yes
PRJ036479,CMP04516,Atlas Automation Initiative,2018-02-22,2018-05-22,Completed,Invoice Processing,4,2703405,2130283,78.8,Content Moderation,IBM,Philippines,Pharma & Life Sciences,198631,Yes,Yes
PRJ026447,CMP00105,Sigma Efficiency Project,2015-12-26,,Active,Data Entry Automation,185,2393253,521729,21.8,Audit,Cognizant,Japan,Banking & Finance,4734,Yes,No
PRJ018736,CMP00523,Sentinel Efficiency Project,2019-02-28,,Failed,Payroll Processing,36,1930727,0,-1.3,Operations,Deloitte,United Kingdom,Energy & Utilities,150462,No,Yes
PRJ019107,CMP09341,Lambda Accelerator,2019-08-30,,Active,Compliance Monitoring,167,1827328,4643240,254.1,Risk Management,Mphasis,Malaysia,Pharma & Life Sciences,16671,No,No
PRJ010233,CMP07029,Phoenix Intelligence Suite,2021-03-23,2023-01-23,Completed,Audit Automation,108,4368481,8182165,187.3,Legal,PwC,Canada,Education,77013,No,No
PRJ049794,CMP01005,Atlas Process Reengineering,2015-06-22,,Failed,Data Entry Automation,91,838385,0,-15.6,Content Moderation,PwC,Mexico,Transportation & Logistics,159147,No,No
PRJ014277,CMP08430,Fusion Accelerator,2022-08-12,,Active,Payroll Processing,3,3440055,447207,13.0,Customer Service,Accenture,Netherlands,Education,16134,Yes,Yes
PRJ011497,CMP03785,Orion Platform,2023-06-20,,Active,Audit Automation,36,4798956,8086241,168.5,Risk Management,Deloitte,Germany,Real Estate,72540,No,Yes
PRJ025437,CMP09976,Quantum Efficiency Project,2015-09-01,2017-02-01,Completed,Customer Onboarding,70,2069804,1190137,57.5,Human Resources,Accenture,France,Retail & E-Commerce,47487,Yes,Yes
PRJ029585,CMP06264,Aurora Accelerator,2017-09-15,,Paused,Email Automation,53,4946961,8043759,162.6,IT,Accenture,Netherlands,Real Estate,115656,Yes,Yes
PRJ003041,CMP02863,Cobalt Optimization Program,2024-07-03,,Active,Audit Automation,156,382395,835915,218.6,Risk Management,EY,Malaysia,Real Estate,84348,No,Yes
PRJ006741,CMP07607,Horizon Efficiency Project,2021-06-11,2022-05-11,Cancelled,Claims Processing,77,185012,261792,141.5,Customer Onboarding,LTIMindtree,Malaysia,Manufacturing,18615,Yes,No
PRJ024109,CMP00845,Zenith Digital Transformation,2015-09-07,2016-09-07,Completed,Financial Reporting,90,3562929,9634160,270.4,Marketing,Hexaware,India,Education,178445,Yes,Yes
PRJ036763,CMP04882,Quantum Digital Transformation,2017-11-22,,Paused,Data Entry Automation,4,3772267,392316,10.4,Risk Management,Capgemini,Singapore,Retail & E-Commerce,102045,No,Yes
PRJ013152,CMP06521,Quantum Optimization Program,2018-08-09,,Active,Customer Onboarding,78,845620,1725910,204.1,Audit,Infosys,Australia,Pharma & Life Sciences,62687,No,No
PRJ038411,CMP03085,Quantum Intelligence Suite,2016-10-30,,Failed,Customer Onboarding,123,3017914,0,-70.3,Content Moderation,Hexaware,Malaysia,Government & Public Sector,140584,Yes,No
PRJ032473,CMP00111,Sigma Accelerator,2015-08-30,2017-05-30,Cancelled,Audit Automation,21,1323761,4083803,308.5,Customer Service,Cognizant,United Kingdom,Technology,173793,Yes,No
PRJ029473,CMP09976,Atlas Digital Transformation,2016-02-22,2016-10-22,Cancelled,Customer Onboarding,116,4382596,9891519,225.7,Customer Service,EY,UAE,Government & Public Sector,69677,No,No
PRJ038480,CMP01857,Quantum Modernization,2015-06-21,,Active,Claims Processing,167,523271,673450,128.7,Human Resources,PwC,United Kingdom,Insurance,159533,Yes,No
PRJ037854,CMP05970,Prism Modernization,2023-02-07,,Active,Financial Reporting,52,76399,130795,171.2,Legal,LTIMindtree,Philippines,Energy & Utilities,89120,No,Yes
PRJ013399,CMP05506,Zenith Workflow Engine,2018-11-25,2020-05-25,Cancelled,HR Automation,172,2230836,1218036,54.6,Procurement,Cognizant,UAE,Real Estate,106448,No,No
PRJ019377,CMP05162,Vertex Workflow Engine,2019-04-24,,Active,Customer Onboarding,16,783180,1730828,221.0,Customer Onboarding,Capgemini,Australia,Government & Public Sector,9698,Yes,No
PRJ008482,CMP01704,Prism Digital Transformation,2019-09-05,2020-05-05,Completed,Payroll Processing,188,4554321,13362378,293.4,Procurement,Infosys,France,Education,48546,No,No
PRJ027004,CMP03323,Fusion Platform,2019-01-13,2020-04-13,Completed,Payroll Processing,181,3119061,4304304,138.0,Human Resources,Infosys,Brazil,Real Estate,107122,Yes,No
PRJ003528,CMP03086,Quantum Optimization Program,2024-05-30,,Completed,Compliance Monitoring,76,2186677,404535,18.5,Audit,LTIMindtree,Netherlands,Mining & Metals,31716,No,No
PRJ031783,CMP00833,Zenith Automation Initiative,2017-09-15,2019-08-15,Completed,HR Automation,81,374952,833518,222.3,Audit,Hexaware,South Africa,Insurance,25368,Yes,No
PRJ016484,CMP05356,Titan Optimization Program,2018-12-16,,Active,HR Automation,135,1585545,1905825,120.2,IT,Capgemini,Mexico,Mining & Metals,93835,No,No
PRJ032136,CMP04604,Horizon Accelerator,2023-07-03,2025-03-03,Completed,Audit Automation,188,2506945,1017820,40.6,Procurement,Cyient,Canada,Manufacturing,66378,No,Yes
PRJ033189,CMP07826,Apex Platform,2025-04-20,,Completed,Supply Chain,103,4797621,3857287,80.4,IT,Infosys,Malaysia,Real Estate,20291,No,Yes
PRJ048285,CMP01090,Orion Modernization,2021-05-13,2023-03-13,Completed,Invoice Processing,172,56097,89980,160.4,Operations,Accenture,Singapore,Government & Public Sector,89926,Yes,Yes
PRJ004881,CMP05963,Nexus Digital Transformation,2018-09-24,,Active,Financial Reporting,93,4929506,7054123,143.1,Content Moderation,Accenture,South Africa,Healthcare,124176,Yes,No
PRJ034958,CMP08495,Orion Accelerator,2015-06-13,2016-04-13,Cancelled,Customer Onboarding,112,2735350,6466367,236.4,Compliance,Capgemini,Singapore,Energy & Utilities,83072,No,Yes
PRJ022163,CMP02374,Titan Intelligence Suite,2015-01-26,,Failed,Financial Reporting,185,4177080,0,-96.8,Audit,Tech Mahindra,United Kingdom,Healthcare,157702,Yes,No
PRJ008308,CMP07288,Sentinel Intelligence Suite,2019-03-16,,Failed,HR Automation,28,1405360,0,-93.9,IT,Cyient,Netherlands,Manufacturing,69229,No,Yes
PRJ022312,CMP08501,Omega Intelligence Suite,2020-10-25,2022-06-25,Completed,HR Automation,89,1128717,2537356,224.8,Compliance,Capgemini,France,Banking & Finance,158270,Yes,Yes
PRJ042082,CMP04218,Delta Accelerator,2022-04-28,,Active,Claims Processing,46,3383027,7770813,229.7,Human Resources,HCL Technologies,UAE,Education,71161,No,Yes
PRJ029651,CMP04171,Omega Automation Initiative,2025-05-19,,Completed,Invoice Processing,74,3774169,1890859,50.1,Compliance,Cyient,Philippines,Telecommunications,176126,No,No
PRJ041592,CMP02296,Phoenix Digital Transformation,2016-08-05,2017-07-05,Completed,Email Automation,157,3012107,1512078,50.2,Procurement,Accenture,Australia,Healthcare,85845,Yes,No
PRJ013161,CMP01098,Delta Workflow Engine,2019-03-18,2019-08-18,Completed,Payroll Processing,194,2612500,7186988,275.1,Human Resources,Capgemini,France,Insurance,102981,No,No
PRJ000068,CMP07244,Sentinel Workflow Engine,2023-02-18,2024-04-18,Completed,Email Automation,159,492808,118767,24.1,Compliance,Tech Mahindra,Philippines,Government & Public Sector,523,No,Yes
PRJ046418,CMP01092,Quantum Workflow Engine,2021-09-07,,Paused,Customer Onboarding,29,129819,53096,40.9,Risk Management,Deloitte,Australia,Banking & Finance,101167,No,No
PRJ028193,CMP09847,Orion Workflow Engine,2021-07-19,,Active,Data Entry Automation,169,315081,35604,11.3,Marketing,LTIMindtree,Singapore,Real Estate,69217,Yes,No
PRJ007621,CMP04436,Horizon Accelerator,2025-06-21,,Paused,HR Automation,25,338910,414148,122.2,Legal,Cognizant,Canada,Government & Public Sector,197859,No,No
PRJ020873,CMP02801,Sigma Digital Transformation,2017-07-20,,Failed,Supply Chain,16,1986392,0,-65.9,Marketing,Cognizant,UAE,Energy & Utilities,98779,No,No
PRJ039391,CMP08600,Apex Process Reengineering,2015-06-04,2016-03-04,Completed,Email Automation,46,1679349,426555,25.4,Marketing,Mphasis,South Africa,Insurance,195666,Yes,Yes
PRJ018040,CMP09430,Titan Automation Initiative,2021-06-23,2023-04-23,Completed,HR Automation,66,26161,77358,295.7,Human Resources,HCL Technologies,France,Retail & E-Commerce,151314,No,No
PRJ024529,CMP03898,Lambda Process Reengineering,2025-07-18,,Paused,Customer Onboarding,197,2738406,4507416,164.6,Customer Service,Capgemini,UAE,Energy & Utilities,42914,No,Yes
PRJ037631,CMP01548,Sentinel Efficiency Project,2015-05-06,,Failed,Invoice Processing,22,1885126,0,-89.7,IT,Cognizant,France,Education,24386,No,No
PRJ001419,CMP02984,Phoenix Process Reengineering,2017-01-25,,Active,Financial Reporting,121,1294966,1915255,147.9,IT,EY,Mexico,Healthcare,110697,Yes,No
PRJ046033,CMP07952,Phoenix Platform,2018-06-05,,Paused,Audit Automation,84,2626627,1967344,74.9,Audit,Tech Mahindra,India,Education,99887,No,No
PRJ041975,CMP03817,Fusion Platform,2023-05-12,2024-01-12,Cancelled,IT Service Management,143,4521227,9684468,214.2,Human Resources,TCS,Mexico,Telecommunications,54228,Yes,Yes
PRJ012341,CMP02376,Eclipse Automation Initiative,2022-03-20,2022-06-20,Completed,Claims Processing,13,4321439,10116489,234.1,Compliance,LTIMindtree,United Kingdom,Retail & E-Commerce,68290,No,No
PRJ043065,CMP06565,Atlas Optimization Program,2018-03-05,,Paused,Invoice Processing,90,780141,954112,122.3,Procurement,Mphasis,Netherlands,Banking & Finance,85235,No,No
PRJ022444,CMP01921,Vertex Automation Initiative,2022-09-30,,Paused,Compliance Monitoring,149,4119850,5125093,124.4,Human Resources,EY,France,Mining & Metals,181929,No,Yes
PRJ036339,CMP08281,Lambda Automation Initiative,2015-08-04,2017-04-04,Completed,Audit Automation,9,922116,955312,103.6,Procurement,Deloitte,Vietnam,Energy & Utilities,107426,No,Yes
PRJ001403,CMP05493,Nexus Modernization,2025-09-02,,Cancelled,Email Automation,6,3011119,5221280,173.4,Legal,LTIMindtree,South Africa,Healthcare,179830,No,Yes
PRJ024174,CMP07214,Horizon Platform,2024-10-25,2025-01-25,Cancelled,Supply Chain,76,4620735,1145942,24.8,Operations,EY,France,Government & Public Sector,98902,No,Yes
PRJ004141,CMP05501,Vector Process Reengineering,2024-01-09,,Active,Invoice Processing,40,3942789,1561344,39.6,Customer Service,Tech Mahindra,Canada,Healthcare,149318,Yes,No
PRJ048289,CMP05918,Horizon Digital Transformation,2016-02-22,2018-02-22,Completed,Compliance Monitoring,196,4433436,1658105,37.4,Compliance,Deloitte,Vietnam,Banking & Finance,157544,Yes,No
PRJ020779,CMP05025,Orion Automation Initiative,2018-03-31,2019-12-01,Completed,Email Automation,185,1711190,1415154,82.7,Procurement,Cognizant,Brazil,Mining & Metals,198731,No,No
PRJ032525,CMP08710,Lambda Workflow Engine,2017-05-09,2018-06-09,Completed,Invoice Processing,105,1954411,1821511,93.2,Operations,Cognizant,Vietnam,Mining & Metals,107504,No,Yes
PRJ007620,CMP09714,Sentinel Process Reengineering,2016-06-19,2016-11-19,Completed,Compliance Monitoring,20,608526,481344,79.1,Marketing,Accenture,United States,Education,83616,No,No
PRJ014984,CMP04365,Apex Platform,2018-05-23,,Active,Payroll Processing,123,617401,1163801,188.5,Risk Management,Capgemini,Malaysia,Banking & Finance,90222,No,Yes
PRJ020147,CMP01933,Titan Accelerator,2016-07-08,2018-02-08,Completed,Email Automation,57,418618,730907,174.6,Customer Service,Mphasis,Australia,Healthcare,99605,No,No
PRJ047765,CMP04266,Horizon Optimization Program,2022-01-11,,Active,Data Entry Automation,65,449058,215548,48.0,IT,EY,Germany,Technology,195490,No,Yes
PRJ032143,CMP09824,Sigma Platform,2016-01-20,2017-03-20,Cancelled,Customer Onboarding,166,2210082,6510902,294.6,Customer Service,Cognizant,Australia,Healthcare,178816,No,No
PRJ030428,CMP01701,Cobalt Digital Transformation,2022-01-08,,Paused,Invoice Processing,84,23132,41013,177.3,Finance,Cyient,Japan,Pharma & Life Sciences,125053,Yes,Yes
PRJ042457,CMP09596,Omega Optimization Program,2018-02-25,2019-08-25,Completed,Customer Onboarding,174,3127743,7290769,233.1,Operations,Capgemini,Japan,Insurance,175240,No,No
PRJ021314,CMP09945,Cobalt Digital Transformation,2023-04-22,,Active,Data Entry Automation,10,229544,65879,28.7,Marketing,EY,France,Retail & E-Commerce,160999,No,No
PRJ015092,CMP09101,Vector Automation Initiative,2019-07-17,2019-10-17,Completed,Invoice Processing,23,4283775,3906803,91.2,Content Moderation,Hexaware,India,Technology,36792,No,Yes
PRJ034860,CMP01846,Horizon Automation Initiative,2020-02-24,,Active,Invoice Processing,142,720676,1052908,146.1,Operations,Tech Mahindra,South Africa,Government & Public Sector,58194,No,Yes
