project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ043874,CMP00762,Lambda Workflow Engine,2017-09-23,2019-01-23,Completed,Data Entry Automation,112,1100342,1431545,130.1,Customer Onboarding,Deloitte,Mexico,Mining & Metals,111765,Yes,Yes
PRJ047732,CMP09742,Cobalt Process Reengineering,2025-10-19,,Failed,IT Service Management,39,1595883,0,-8.8,Customer Onboarding,LTIMindtree,UAE,Real Estate,182337,Yes,No
PRJ014154,CMP08900,Lambda Accelerator,2024-08-16,,Active,Email Automation,65,2301883,315358,13.7,Content Moderation,EY,India,Telecommunications,72416,Yes,No
PRJ004145,CMP03297,Vector Digital Transformation,2020-06-28,,Active,Audit Automation,170,175989,377320,214.4,Compliance,TCS,Malaysia,Manufacturing,42417,Yes,No
PRJ031598,CMP04486,Omega Optimization Program,2018-03-05,2018-12-05,Completed,HR Automation,25,1046503,3175090,303.4,Supply Chain,LTIMindtree,Canada,Technology,144159,No,No
PRJ046465,CMP06573,Quantum Platform,2015-09-05,,Active,Compliance Monitoring,190,4864146,13439635,276.3,Customer Onboarding,Tech Mahindra,India,Banking & Finance,80923,Yes,No
PRJ041791,CMP00869,Zenith Accelerator,2019-05-02,2020-09-02,Completed,Invoice Processing,173,538923,1415751,262.7,Finance,Capgemini,Brazil,Energy & Utilities,96730,No,No
PRJ041700,CMP03385,Quantum Efficiency Project,2025-12-14,,Completed,Financial Reporting,148,4428186,2059106,46.5,Content Moderation,Wipro,Germany,Technology,20857,No,Yes
PRJ049627,CMP04851,Cobalt Modernization,2019-10-16,2020-06-16,Completed,Customer Onboarding,162,641682,67377,10.5,Operations,Infosys,Canada,Retail & E-Commerce,197358,No,No
PRJ012102,CMP08042,Sentinel Automation Initiative,2022-05-04,,Failed,Financial Reporting,5,3518758,0,-20.3,Supply Chain,Cognizant,Mexico,Transportation & Logistics,56336,No,No
PRJ029415,CMP03738,Sentinel Platform,2015-11-30,,Active,HR Automation,156,129463,384764,297.2,Legal,EY,Netherlands,Retail & E-Commerce,70140,Yes,Yes
PRJ039884,CMP02302,Titan Workflow Engine,2017-01-13,2017-06-13,Completed,Payroll Processing,124,4266779,7961810,186.6,Operations,Tech Mahindra,United Kingdom,Insurance,121436,No,Yes
PRJ048848,CMP04398,Phoenix Accelerator,2022-05-28,2023-11-28,Completed,Compliance Monitoring,128,2114889,6247382,295.4,Audit,Hexaware,South Africa,Technology,50600,Yes,No
PRJ025745,CMP05189,Atlas Automation Initiative,2020-11-24,2021-12-24,Completed,Supply Chain,173,1490703,1361012,91.3,Finance,Hexaware,Malaysia,Real Estate,45752,Yes,No
PRJ025306,CMP01635,Eclipse Automation Initiative,2018-07-21,,Failed,Data Entry Automation,124,65678,0,-57.4,Customer Service,Infosys,Mexico,Pharma & Life Sciences,133187,No,Yes
PRJ016764,CMP00938,Orion Digital Transformation,2020-08-16,2021-01-16,Completed,Supply Chain,30,3948962,3044650,77.1,Procurement,LTIMindtree,Brazil,Technology,146208,No,Yes
PRJ013158,CMP00966,Horizon Platform,2020-03-17,2020-06-17,Completed,Payroll Processing,82,2359110,1684405,71.4,Marketing,Accenture,Brazil,Retail & E-Commerce,199211,Yes,No
PRJ048907,CMP03835,Eclipse Intelligence Suite,2023-07-12,,Active,HR Automation,112,884062,306770,34.7,Legal,LTIMindtree,France,Telecommunications,78325,Yes,Yes
PRJ040010,CMP06637,Sigma Modernization,2017-09-02,,Paused,HR Automation,107,3041475,888111,29.2,Operations,Cognizant,Mexico,Manufacturing,48675,No,Yes
PRJ003466,CMP09242,Fusion Process Reengineering,2021-06-28,2022-08-28,Completed,HR Automation,99,2476971,6328661,255.5,Operations,Wipro,Netherlands,Government & Public Sector,62570,No,Yes
PRJ037571,CMP09719,Orion Workflow Engine,2017-09-01,,Failed,Audit Automation,200,829688,0,-90.5,Finance,Hexaware,Australia,Real Estate,164634,No,Yes
PRJ026702,CMP05726,Orion Digital Transformation,2021-01-31,2021-08-31,Completed,Compliance Monitoring,91,2623841,920968,35.1,Customer Service,Wipro,Malaysia,Government & Public Sector,59580,No,No
PRJ039367,CMP07681,Zenith Automation Initiative,2023-02-16,,Failed,Supply Chain,40,4334257,0,-0.2,Risk Management,TCS,Germany,Healthcare,184547,No,No
